frame,x_mean,y_mean,max_weight,neff,updated_template
0,422.6492702695265,229.2413360877805,nan,nan,0
1,423.3462049470678,229.2459747927207,nan,nan,0
2,423.9000786825559,229.9388032820156,nan,nan,0
3,423.17903655291445,229.10005296061496,nan,nan,0
4,423.2507223788531,229.76850146387636,nan,nan,0
5,423.82005331472993,230.41241681046355,nan,nan,0
6,423.7819695985904,231.15157437572753,nan,nan,0
7,424.1661321848859,230.7893259583559,nan,nan,0
8,424.2370138692588,231.3260642518713,nan,nan,0
9,424.31018132040356,232.0785783811795,nan,nan,0
10,424.2113055407574,231.47036787226048,nan,nan,0
11,424.86146546537907,231.4414096616913,nan,nan,0
12,425.02427909405,231.78674877583532,nan,nan,0
13,424.58914292498264,230.68188669494043,nan,nan,0
14,424.8756229990252,231.30204618642455,nan,nan,0
15,426.63016115485107,230.21877917730518,nan,nan,0
16,428.1077482651005,231.47466130019694,nan,nan,0
17,430.69443209140525,231.28604875956108,nan,nan,0
18,432.39436831858075,232.103352307469,nan,nan,0
19,436.4508604938173,233.63939162974083,nan,nan,0
20,438.4411735428016,235.44947111354008,nan,nan,0
21,440.44621483304377,236.93417198777007,nan,nan,0
22,442.76537146315775,239.53177903126323,nan,nan,0
23,443.9640469066036,243.19234138720765,nan,nan,0
24,444.09371060749675,244.87975862065517,nan,nan,0
25,443.75492295269373,248.12719450167677,nan,nan,0
26,443.28961293493285,250.75014663872435,nan,nan,0
27,443.4692067528708,254.50391556986892,nan,nan,0
28,443.6981642557281,256.99908602611924,nan,nan,0
29,444.6307829701394,257.3686193522509,nan,nan,0
30,445.1460258391586,257.6608787393983,nan,nan,0
31,445.15129646402437,258.1525457384543,nan,nan,0
32,443.4497911375647,258.04066786114487,nan,nan,0
33,441.41834026180936,259.1374135384169,nan,nan,0
34,438.5548748431076,261.32154492533874,nan,nan,0
35,434.912035943028,265.3780801975504,nan,nan,0
36,431.67536773318494,268.75207655761886,nan,nan,0
37,427.3723904732269,270.2076533737732,nan,nan,0
38,424.60264333904195,271.54973394845115,nan,nan,0
39,420.08946106230286,270.2982234798487,nan,nan,0
40,416.70972059595783,268.1215404401657,nan,nan,0
41,413.2589807216294,264.9277226153761,nan,nan,0
42,408.052718069094,262.1139965085122,nan,nan,0
43,401.6756720999822,259.98998833522717,nan,nan,0
44,395.27552998747046,259.45054219532267,nan,nan,0
45,389.1876955498475,259.54792354930976,nan,nan,0
46,383.8097043300205,263.8663776178522,nan,nan,0
47,377.7381702683902,267.6453722023923,nan,nan,0
48,366.7244943556708,274.7049458565924,nan,nan,0
49,358.5294090431554,280.74713608520995,nan,nan,0
50,353.4816875218234,284.8659218599547,nan,nan,0
51,347.74347710107554,285.3099203739665,nan,nan,0
52,345.6012262265974,287.0774327536382,nan,nan,0
53,342.02175208555207,288.64405614580454,nan,nan,0
54,340.1317948686401,288.2326127166275,nan,nan,0
55,338.1957457668936,287.03267032897674,nan,nan,0
56,338.1828473187277,283.3769064753399,nan,nan,0
57,339.4089372548881,278.5442519197271,nan,nan,0
58,339.1519660159199,271.21599293814256,nan,nan,0
59,335.6400235416188,265.646517306682,nan,nan,0
60,329.60694438178086,258.9759795257345,nan,nan,0
61,321.06420240829124,254.98501206969976,nan,nan,0
62,315.94345884300327,251.62296780106647,nan,nan,0
63,312.42178816359444,249.39126607470132,nan,nan,0
64,307.43589338711837,247.43402781276157,nan,nan,0
65,305.33168317430466,245.83244767304626,nan,nan,0
66,304.555207537343,245.2693807776344,nan,nan,0
67,305.11908679040084,244.39563678496154,nan,nan,0
68,304.77038807976993,244.3995268921862,nan,nan,0
69,305.29617638759044,244.65310110091028,nan,nan,0
70,306.2917082079292,245.13322524759334,nan,nan,0
71,308.87848299375895,245.53478366772316,nan,nan,0
72,310.78500283581695,247.34607050116446,nan,nan,0
73,312.84183873723646,248.19951860777672,nan,nan,0
74,315.7367875032251,249.65324455008422,nan,nan,0
75,318.13717531366274,251.96671890718198,nan,nan,0
76,320.7469884536201,252.18486404027234,nan,nan,0
77,321.9483183716347,253.87470788339243,nan,nan,0
78,322.0652259298468,255.16834147858643,nan,nan,0
79,321.6140522213533,255.02538501810835,nan,nan,0
80,321.07393051393393,253.23505909349464,nan,nan,0
81,317.9512746713656,252.1912630034046,nan,nan,0
82,317.1428163600931,251.02068336506943,nan,nan,0
83,313.70695522931965,249.83750148436582,nan,nan,0
84,311.235873203876,248.55826439857532,nan,nan,0
85,306.983943448741,246.50939124553807,nan,nan,0
86,303.11801130498316,244.48882822881703,nan,nan,0
87,299.3306256833981,243.28486680162115,nan,nan,0
88,297.4122738966626,242.64690082907214,nan,nan,0
89,294.3660236728508,243.07561156608972,nan,nan,0
90,291.4434913881107,243.63021059497925,nan,nan,0
91,289.7713779705483,243.97716647158921,nan,nan,0
92,287.1687234796167,245.0516360391183,nan,nan,0
93,286.0583012648483,247.50436185098016,nan,nan,0
94,285.68077117506954,248.70551529609025,nan,nan,0
95,284.3762118813668,249.16366680761047,nan,nan,0
96,282.03480371633475,249.6335544394331,nan,nan,0
97,280.624854960934,249.75503793519027,nan,nan,0
98,277.2126506637924,249.81547546148812,nan,nan,0
99,275.78565581963437,249.4569373496243,nan,nan,0
