frame,x_mean,y_mean,max_weight,neff,updated_template
0,576.4248973411277,435.39481408027075,0.0038758131477702818,389.64280805385073,0
1,576.525441964247,436.45660004665797,0.0039906985619711155,390.9711654579121,0
2,576.3082420685953,436.8120516060881,0.004080819811363743,391.10302399609293,0
3,576.848484829821,435.6358331229226,0.003967348958378223,390.66156446580936,0
4,576.8366392691389,435.5793161262487,0.0038950123463214817,391.8989747589802,0
5,576.7913345429856,434.4980054711506,0.003901328367449373,392.0423819731402,0
6,577.1859365766518,434.0281571954628,0.0036475348234833145,392.6211146866648,0
7,577.2485787511176,433.31168906420845,0.003940404980505382,392.3731232577057,0
8,576.828899650788,433.2751109648683,0.0038958787055730698,393.2225409288598,0
9,577.4836049272661,433.6336755827093,0.003859999365073396,393.6684001081762,0
10,576.876443873116,433.32877759758503,0.0038064293994380678,391.903740437931,0
11,577.4967959922515,431.98254170267205,0.0037023305626027294,392.5725819359669,0
12,578.4739712432252,431.06783657685935,0.0036596533823215313,391.77308059390475,0
13,579.3634588996338,431.5668169256508,0.0033315195895707627,391.98983403962603,0
14,579.9367264229467,431.0365741910665,0.002991537657915556,392.5082330916572,0
15,579.3322756573289,431.73170801988584,0.002948859923679197,393.03611605358,0
16,579.3480112975294,432.51839400167773,0.0029705867360219156,393.3425628846264,0
17,579.4692428779487,432.1536503937209,0.002924268855705703,393.06645190062636,0
18,580.3793023462163,431.792651158104,0.0029014062614571177,392.9822216801358,0
19,580.28989247504,431.9969692441573,0.002900534635076357,392.8201429524306,0
20,580.8099227008981,430.8808258395961,0.0029519843409347014,393.47037382685454,0
21,580.6820608496689,430.919871044724,0.0030204873142351484,392.4353305353499,0
22,580.5292609305102,430.97082544432703,0.00289296089245812,392.099458942672,0
23,579.8752476750523,430.99782429918105,0.0029859197301322724,392.4310068423023,0
24,580.1991853652072,431.1538265378706,0.002957267919240056,391.26026925274203,0
25,580.2678986437295,431.03107810068406,0.0031124673036670696,390.65623585944746,0
26,580.9927272802805,429.92579046624957,0.003122781746634295,391.1873490592367,0
27,581.7523184611384,429.71230529656816,0.0030340014544112397,391.00345422133245,0
28,581.9893830462145,428.18263320019014,0.0030368234389295447,390.3285731331094,0
29,582.3178470922744,428.0568745342979,0.003028915493456532,389.76549242320164,0
30,581.9960231688333,427.75282575478263,0.0031274462092241296,387.4097005382489,0
31,582.8402564259974,428.8113466441737,0.0032522493870955687,388.7872599926858,0
32,584.1181477853943,428.9346421846184,0.0036321004782530406,388.94721037870545,0
33,585.0951082151735,430.5811923328955,0.003940544255034506,388.91745712106535,0
34,585.5047254385709,429.75724816485206,0.004305336737921494,388.0201109700447,0
35,585.0218985164063,429.84351120638473,0.004143878863677126,388.94693335648486,0
36,585.0041529921873,429.7328212497317,0.003812435716207574,387.71838027218905,0
37,585.1678654543325,429.1485862363574,0.003813468269835031,387.96780797898504,0
38,583.63571529663,428.8483139958181,0.0037226374241541645,387.95660311467554,0
39,581.9981792745153,429.17573561779864,0.0036865103845697645,389.1127212440886,0
40,581.4516530058271,428.6332371499923,0.003592313779689853,388.6520643149138,0
41,579.7606993928965,429.188915110664,0.003532498925203859,390.22709707912065,0
42,579.9152435835878,427.8372251225986,0.0032910957194814076,389.05815989833286,0
43,580.3114374448187,428.2502741211015,0.003307179800860398,388.0717111413602,0
44,580.3204616310147,428.68013288108943,0.0034581929115998743,388.3807343041831,0
45,579.2292568617365,428.4015630391754,0.003362966953219081,387.1986465580938,0
46,579.0106118342417,428.400887398782,0.003416702149195813,387.0336100367673,0
47,577.776137075745,427.76688767354375,0.003349643124694726,387.08331918862467,0
48,578.5694123616372,428.2474925641343,0.0033508886737168854,387.30322615490945,0
49,579.0825160291702,427.792458152819,0.0033502431603984837,386.39023222678594,0
50,578.8078307499443,428.2971997119785,0.003370847703179593,386.48634541545755,0
51,579.1219110340284,428.3567724885,0.003446019237375092,385.60821322927137,0
52,579.1017544751303,429.4845072866583,0.003377656530493011,386.6130680609398,0
53,578.5353548160832,428.3215106104732,0.0033679388024185197,387.6186793739896,0
54,579.3903530532175,428.18580024064096,0.0033864682289152645,386.1152494109343,0
55,580.2847930059784,428.8718462303913,0.0033359352786693514,386.1811770771023,0
56,578.982391496248,427.2152843985463,0.003255001753587659,385.538659362196,0
57,579.9635744146375,427.33041889223665,0.003269169153622888,385.8066104429362,0
58,578.9810269729319,428.22802829957516,0.003288527285453292,386.67422285034644,0
59,578.773971403358,428.9994285318004,0.0032779904284270657,387.0399755787455,0
60,579.2553591306247,428.26156965259713,0.003275344100764284,387.2603383711478,0
61,579.5695982424444,429.040097153402,0.0033501257272071064,385.4241036033169,0
62,580.2426341869703,428.31854698977213,0.0033638975823449893,382.2253719755347,0
63,580.0872169828244,429.2448475797355,0.0033400126899997625,384.19025092547537,0
64,579.8824344261151,429.97513730609757,0.0032884439853877643,384.7733474782589,0
65,579.7651299507374,429.2800538446122,0.0032398789971909564,382.87726054428896,0
66,579.328006639231,430.0980298279203,0.0034012977785407195,385.37682222465736,0
67,578.4288387955621,428.61300487728965,0.0032083752141302325,383.98607563987247,0
68,577.2344750423662,429.89587599690543,0.0033457852993245725,385.47744408967844,0
69,578.7877741298705,427.9064376489287,0.003400606985479636,381.93616579232685,0
70,578.4579745083728,429.3920914838295,0.0034089851791494195,384.4571259105279,0
71,579.4622326387371,425.27580851932964,0.0033627598124314254,379.80876877859373,0
